"","id","backup","age","bridgecrane","servo","gear","trashrack","slope","elevation","survive","censor","reason","reason2","hour","pumpOn","consecHour"
"225",5,0,6.2,1,1,0,1,3,4,1,48,0,5,33,0,0
"226",5,0,6.2,1,1,0,1,3,4,1,48,0,5,34,0,0
"227",5,0,6.2,1,1,0,1,3,4,1,48,0,5,35,0,0
"228",5,0,6.2,1,1,0,1,3,4,1,48,0,5,36,0,0
"229",5,0,6.2,1,1,0,1,3,4,1,48,0,5,37,0,0
"230",5,0,6.2,1,1,0,1,3,4,1,48,0,5,38,0,0
"231",5,0,6.2,1,1,0,1,3,4,1,48,0,5,39,0,0
"232",5,0,6.2,1,1,0,1,3,4,1,48,0,5,40,0,0
"233",5,0,6.2,1,1,0,1,3,4,1,48,0,5,41,0,0
"234",5,0,6.2,1,1,0,1,3,4,1,48,0,5,42,0,0
"235",5,0,6.2,1,1,0,1,3,4,1,48,0,5,43,0,0
"236",5,0,6.2,1,1,0,1,3,4,1,48,0,5,44,0,0
"237",5,0,6.2,1,1,0,1,3,4,1,48,0,5,45,0,0
"238",5,0,6.2,1,1,0,1,3,4,1,48,0,5,46,0,0
"239",5,0,6.2,1,1,0,1,3,4,1,48,0,5,47,0,0
"240",5,0,6.2,1,1,0,1,3,4,1,48,0,5,48,0,0
"241",6,1,6.2,1,0,0,1,0,3,1,48,0,5,1,0,0
"242",6,1,6.2,1,0,0,1,0,3,1,48,0,5,2,0,0
"243",6,1,6.2,1,0,0,1,0,3,1,48,0,5,3,0,0
"244",6,1,6.2,1,0,0,1,0,3,1,48,0,5,4,0,0
"245",6,1,6.2,1,0,0,1,0,3,1,48,0,5,5,1,0
"246",6,1,6.2,1,0,0,1,0,3,1,48,0,5,6,1,0
"247",6,1,6.2,1,0,0,1,0,3,1,48,0,5,7,1,0
"248",6,1,6.2,1,0,0,1,0,3,1,48,0,5,8,1,0
"249",6,1,6.2,1,0,0,1,0,3,1,48,0,5,9,1,0
"250",6,1,6.2,1,0,0,1,0,3,1,48,0,5,10,0,0
"251",6,1,6.2,1,0,0,1,0,3,1,48,0,5,11,0,0
"252",6,1,6.2,1,0,0,1,0,3,1,48,0,5,12,0,0
"253",6,1,6.2,1,0,0,1,0,3,1,48,0,5,13,0,0
"254",6,1,6.2,1,0,0,1,0,3,1,48,0,5,14,0,0
"255",6,1,6.2,1,0,0,1,0,3,1,48,0,5,15,0,0
"256",6,1,6.2,1,0,0,1,0,3,1,48,0,5,16,0,0
"257",6,1,6.2,1,0,0,1,0,3,1,48,0,5,17,0,0
"258",6,1,6.2,1,0,0,1,0,3,1,48,0,5,18,0,0
"259",6,1,6.2,1,0,0,1,0,3,1,48,0,5,19,0,0
"260",6,1,6.2,1,0,0,1,0,3,1,48,0,5,20,0,0
"261",6,1,6.2,1,0,0,1,0,3,1,48,0,5,21,0,0
"262",6,1,6.2,1,0,0,1,0,3,1,48,0,5,22,0,0
"263",6,1,6.2,1,0,0,1,0,3,1,48,0,5,23,0,0
"264",6,1,6.2,1,0,0,1,0,3,1,48,0,5,24,0,0
"265",6,1,6.2,1,0,0,1,0,3,1,48,0,5,25,0,0
"266",6,1,6.2,1,0,0,1,0,3,1,48,0,5,26,0,0
"267",6,1,6.2,1,0,0,1,0,3,1,48,0,5,27,0,0
"268",6,1,6.2,1,0,0,1,0,3,1,48,0,5,28,0,0
"269",6,1,6.2,1,0,0,1,0,3,1,48,0,5,29,1,0
"270",6,1,6.2,1,0,0,1,0,3,1,48,0,5,30,1,0
"271",6,1,6.2,1,0,0,1,0,3,1,48,0,5,31,1,0
"272",6,1,6.2,1,0,0,1,0,3,1,48,0,5,32,0,0
"273",6,1,6.2,1,0,0,1,0,3,1,48,0,5,33,0,0
"274",6,1,6.2,1,0,0,1,0,3,1,48,0,5,34,0,0
"275",6,1,6.2,1,0,0,1,0,3,1,48,0,5,35,0,0
"276",6,1,6.2,1,0,0,1,0,3,1,48,0,5,36,0,0
"277",6,1,6.2,1,0,0,1,0,3,1,48,0,5,37,0,0
"278",6,1,6.2,1,0,0,1,0,3,1,48,0,5,38,0,0
"279",6,1,6.2,1,0,0,1,0,3,1,48,0,5,39,0,0
"280",6,1,6.2,1,0,0,1,0,3,1,48,0,5,40,0,0
"281",6,1,6.2,1,0,0,1,0,3,1,48,0,5,41,0,0
"282",6,1,6.2,1,0,0,1,0,3,1,48,0,5,42,0,0
"283",6,1,6.2,1,0,0,1,0,3,1,48,0,5,43,0,0
"284",6,1,6.2,1,0,0,1,0,3,1,48,0,5,44,0,0
"285",6,1,6.2,1,0,0,1,0,3,1,48,0,5,45,0,0
"286",6,1,6.2,1,0,0,1,0,3,1,48,0,5,46,0,0
"287",6,1,6.2,1,0,0,1,0,3,1,48,0,5,47,0,0
"288",6,1,6.2,1,0,0,1,0,3,1,48,0,5,48,0,0
"289",7,0,6.2,1,0,0,0,2,3,1,48,0,5,1,0,0
"290",7,0,6.2,1,0,0,0,2,3,1,48,0,5,2,0,0
"291",7,0,6.2,1,0,0,0,2,3,1,48,0,5,3,0,0
"292",7,0,6.2,1,0,0,0,2,3,1,48,0,5,4,0,0
"293",7,0,6.2,1,0,0,0,2,3,1,48,0,5,5,0,0
"294",7,0,6.2,1,0,0,0,2,3,1,48,0,5,6,0,0
"295",7,0,6.2,1,0,0,0,2,3,1,48,0,5,7,0,0
"296",7,0,6.2,1,0,0,0,2,3,1,48,0,5,8,0,0
"297",7,0,6.2,1,0,0,0,2,3,1,48,0,5,9,0,0
"298",7,0,6.2,1,0,0,0,2,3,1,48,0,5,10,0,0
"299",7,0,6.2,1,0,0,0,2,3,1,48,0,5,11,0,0
"300",7,0,6.2,1,0,0,0,2,3,1,48,0,5,12,0,0
"301",7,0,6.2,1,0,0,0,2,3,1,48,0,5,13,0,0
"302",7,0,6.2,1,0,0,0,2,3,1,48,0,5,14,0,0
"303",7,0,6.2,1,0,0,0,2,3,1,48,0,5,15,0,0
"304",7,0,6.2,1,0,0,0,2,3,1,48,0,5,16,0,0
"305",7,0,6.2,1,0,0,0,2,3,1,48,0,5,17,0,0
"306",7,0,6.2,1,0,0,0,2,3,1,48,0,5,18,0,0
"307",7,0,6.2,1,0,0,0,2,3,1,48,0,5,19,0,0
"308",7,0,6.2,1,0,0,0,2,3,1,48,0,5,20,0,0
"309",7,0,6.2,1,0,0,0,2,3,1,48,0,5,21,0,0
"310",7,0,6.2,1,0,0,0,2,3,1,48,0,5,22,0,0
"311",7,0,6.2,1,0,0,0,2,3,1,48,0,5,23,0,0
"312",7,0,6.2,1,0,0,0,2,3,1,48,0,5,24,0,0
"313",7,0,6.2,1,0,0,0,2,3,1,48,0,5,25,0,0
"314",7,0,6.2,1,0,0,0,2,3,1,48,0,5,26,0,0
"315",7,0,6.2,1,0,0,0,2,3,1,48,0,5,27,0,0
"316",7,0,6.2,1,0,0,0,2,3,1,48,0,5,28,0,0
"317",7,0,6.2,1,0,0,0,2,3,1,48,0,5,29,0,0
"318",7,0,6.2,1,0,0,0,2,3,1,48,0,5,30,0,0
"319",7,0,6.2,1,0,0,0,2,3,1,48,0,5,31,0,0
"320",7,0,6.2,1,0,0,0,2,3,1,48,0,5,32,0,0
"321",7,0,6.2,1,0,0,0,2,3,1,48,0,5,33,0,0
"322",7,0,6.2,1,0,0,0,2,3,1,48,0,5,34,0,0
"323",7,0,6.2,1,0,0,0,2,3,1,48,0,5,35,0,0
"324",7,0,6.2,1,0,0,0,2,3,1,48,0,5,36,0,0
"325",7,0,6.2,1,0,0,0,2,3,1,48,0,5,37,0,0
"326",7,0,6.2,1,0,0,0,2,3,1,48,0,5,38,0,0
"327",7,0,6.2,1,0,0,0,2,3,1,48,0,5,39,0,0
"328",7,0,6.2,1,0,0,0,2,3,1,48,0,5,40,0,0
"329",7,0,6.2,1,0,0,0,2,3,1,48,0,5,41,0,0
"330",7,0,6.2,1,0,0,0,2,3,1,48,0,5,42,0,0
"331",7,0,6.2,1,0,0,0,2,3,1,48,0,5,43,0,0
"332",7,0,6.2,1,0,0,0,2,3,1,48,0,5,44,0,0
"333",7,0,6.2,1,0,0,0,2,3,1,48,0,5,45,0,0
"334",7,0,6.2,1,0,0,0,2,3,1,48,0,5,46,0,0
"335",7,0,6.2,1,0,0,0,2,3,1,48,0,5,47,0,0
"336",7,0,6.2,1,0,0,0,2,3,1,48,0,5,48,0,0
"337",8,0,6.3,1,0,0,1,6,3,1,48,0,5,1,0,0
"338",8,0,6.3,1,0,0,1,6,3,1,48,0,5,2,0,0
"339",8,0,6.3,1,0,0,1,6,3,1,48,0,5,3,0,0
"340",8,0,6.3,1,0,0,1,6,3,1,48,0,5,4,0,0
"341",8,0,6.3,1,0,0,1,6,3,1,48,0,5,5,0,0
"342",8,0,6.3,1,0,0,1,6,3,1,48,0,5,6,0,0
"343",8,0,6.3,1,0,0,1,6,3,1,48,0,5,7,0,0
"344",8,0,6.3,1,0,0,1,6,3,1,48,0,5,8,0,0
"345",8,0,6.3,1,0,0,1,6,3,1,48,0,5,9,0,0
"346",8,0,6.3,1,0,0,1,6,3,1,48,0,5,10,0,0
"347",8,0,6.3,1,0,0,1,6,3,1,48,0,5,11,0,0
"348",8,0,6.3,1,0,0,1,6,3,1,48,0,5,12,0,0
"349",8,0,6.3,1,0,0,1,6,3,1,48,0,5,13,0,0
"350",8,0,6.3,1,0,0,1,6,3,1,48,0,5,14,0,0
"351",8,0,6.3,1,0,0,1,6,3,1,48,0,5,15,0,0
"352",8,0,6.3,1,0,0,1,6,3,1,48,0,5,16,0,0
"353",8,0,6.3,1,0,0,1,6,3,1,48,0,5,17,0,0
"354",8,0,6.3,1,0,0,1,6,3,1,48,0,5,18,0,0
"355",8,0,6.3,1,0,0,1,6,3,1,48,0,5,19,0,0
"356",8,0,6.3,1,0,0,1,6,3,1,48,0,5,20,0,0
"357",8,0,6.3,1,0,0,1,6,3,1,48,0,5,21,0,0
"358",8,0,6.3,1,0,0,1,6,3,1,48,0,5,22,0,0
"359",8,0,6.3,1,0,0,1,6,3,1,48,0,5,23,0,0
"360",8,0,6.3,1,0,0,1,6,3,1,48,0,5,24,0,0
"361",8,0,6.3,1,0,0,1,6,3,1,48,0,5,25,0,0
"362",8,0,6.3,1,0,0,1,6,3,1,48,0,5,26,0,0
"363",8,0,6.3,1,0,0,1,6,3,1,48,0,5,27,0,0
"364",8,0,6.3,1,0,0,1,6,3,1,48,0,5,28,0,0
"365",8,0,6.3,1,0,0,1,6,3,1,48,0,5,29,0,0
"366",8,0,6.3,1,0,0,1,6,3,1,48,0,5,30,0,0
"367",8,0,6.3,1,0,0,1,6,3,1,48,0,5,31,0,0
"368",8,0,6.3,1,0,0,1,6,3,1,48,0,5,32,0,0
"369",8,0,6.3,1,0,0,1,6,3,1,48,0,5,33,0,0
"370",8,0,6.3,1,0,0,1,6,3,1,48,0,5,34,0,0
"371",8,0,6.3,1,0,0,1,6,3,1,48,0,5,35,1,0
"372",8,0,6.3,1,0,0,1,6,3,1,48,0,5,36,1,0
"373",8,0,6.3,1,0,0,1,6,3,1,48,0,5,37,1,0
"374",8,0,6.3,1,0,0,1,6,3,1,48,0,5,38,1,0
"375",8,0,6.3,1,0,0,1,6,3,1,48,0,5,39,1,0
"376",8,0,6.3,1,0,0,1,6,3,1,48,0,5,40,1,0
"377",8,0,6.3,1,0,0,1,6,3,1,48,0,5,41,1,0
"378",8,0,6.3,1,0,0,1,6,3,1,48,0,5,42,1,0
"379",8,0,6.3,1,0,0,1,6,3,1,48,0,5,43,1,0
"380",8,0,6.3,1,0,0,1,6,3,1,48,0,5,44,1,0
